Header
278633:0385512147,7
243720:0373218397,8
216379:0060558865,9
43307:0316666343,3
177090:0425150984,10
164615:8495352966,8
140786:3442431859,1
239105:0964407604,10
30994:0440215625,10
160819:0142000205,10
8314:0804109192,6
49792:1551661683,8
196164:2266009931,7
105979:0817435344,5
132492:3764501480,5
165268:0553268880,8
228681:042516828X,8
211344:0060976845,7
43052:0375413278,9
12122:073225700X,3
89551:1590521986,10
126531:0786890568,10
42952:0671034057,5
90766:0670884405,5
256072:0684853523,6
38995:1400034779,10
271705:9722105922,9
74453:0679748148,7
222427:3257056036,7
224672:0525451331,3
22824:9722322842,6
278064:1853064408,7
121482:0340178574,9
132836:0935701915,5
107951:3888971594,7
152186:034538475X,8
183:9728487266,6
205943:0919345638,7
23547:0671001795,8
172972:1880775115,10
129084:006099486X,8
231351:044661162X,8
83431:0385658427,10
13552:0440221471,8
28528:0446516775,8
133296:0446608815,8
70594:1400077354,6
194637:0373224036,7
228652:0441569595,7
207356:0886773954,4
69355:0895771462,8
84024:0425163385,8
128640:1856979660,5
252695:0553574582,8
246156:051513628X,7
170634:0806999764,10
79726:0671024248,8
96951:3453125827,10
238781:0380820145,5
123700:0553299611,10
98887:0553351923,7
181076:0061030430,7
110483:0671578278,9
177090:0812544420,6
60858:0312971230,7
241666:0671016768,9
25601:1401300553,10
93426:0385335830,7
34312:0451161343,7
135681:0007661525,5
4138:0786866470,6
8454:0140298479,8
42089:0919783465,7
188696:0316666009,10
156994:2070425770,8
22022:0881841005,5
27169:0373201524,8
244195:0140449175,9
123883:0671870963,5
52917:046509127X,9
151002:0671568175,5
227631:039914207X,4
112083:0525440984,8
261768:0061065722,7
250506:0679450408,9
276875:88741800047,8
79233:0590477331,7
118333:155661506X,10
101666:3518399969,8
276928:0671021354,10
126911:0812509439,7
100459:0963434896,9
236283:0060392983,10
162044:0060812540,8
75819:0815410654,5
254206:0671656406,10
183958:0099747200,8
168736:1573220825,7
95995:354822170X,8
194519:2070513793,6
179942:0712672443,4
197358:0451201396,5
16161:0316739235,10
65903:0486268667,6
76253:0373036159,6
245963:094556421X,10
134596:0425113299,3
139376:0812508645,10
265221:0671799649,10
226545:0312976909,7
231994:0425109283,8
195350:0812520157,7
238065:0440226104,9
164425:0425184943,9
269566:0671769200,6
207411:1862045445,9
127037:0316666343,9
43941:0385720106,8
183196:0345339495,9
255092:0688077641,10
79266:0380801213,9
103304:0609804138,7
46909:0425182878,8
193529:0440234743,7
104657:0812550706,10
179433:0312976275,9
251930:0553292390,8
135149:0590944738,8
11676:0671891197,6
254899:0425067947,8
67958:0394524128,10
177458:1552783529,8
133706:0425158616,7
132173:0425097781,6
275414:8804438045,10
143175:0743529782,8
228764:0515131229,10
39593:0330362771,10
253331:0876055285,10
183046:0671011375,7
274803:3250102970,9
31826:0451128370,10
161974:091714323X,7
30735:0880707658,8
221535:0762402016,7
225232:0340556137,7
250330:0884113167,8
76168:0394856406,7
68383:0801058066,10
169770:0812509935,6
158318:3404242165,10
209875:1568302894,7
63389:0140440011,5
58079:0310253276,10
274766:0066210852,5
181176:0345342968,10
141493:0060964049,5
76499:0520078764,10
116122:8401462231,10
95991:0373707800,6
65258:0380720876,8
260183:0553210424,10
23902:0306801426,8
230930:0671019546,3
210959:0671793551,5
11676:2221090810,7
251518:0515125490,6
148806:1400041767,6
7190:8806157957,7
116183:1580170676,7
112709:0060562080,7
107301:0553284789,7
119575:1558749780,9
183958:0733614507,6
643:0552546933,9
156467:0380804964,10
234765:1563895730,10
75746:0451206444,5
239265:1588454770,8
19972:0446531278,8
242006:0671870963,8
264975:1843530457,7
16263:0688036031,6
245655:034540047X,7
189835:0785779515,5
236948:0771099851,9
243077:0399142851,7
243964:0803495420,7
224110:0345428196,6
268473:0330253565,8
131128:0061009059,9
114544:0553273914,7
109574:0671727796,10
187378:0812551389,8
274944:840146014X,5
238300:3908647231,1
159863:0099337003,10
35857:0140149074,4
248718:0802064981,10
135351:0449224392,6
105028:0671872648,8
134732:0451186923,8
206567:0891453695,10
189474:0446611921,9
3346:0710506996,6
270629:0696010151,10
82497:0345380371,7
222846:8466303022,5
16258:0786929111,7
253629:0743411447,10
218552:0312966970,6
106682:0684125927,5
138733:0152019162,6
248718:0451525426,8
31040:1573220280,8
68436:0345345088,8
78973:0740705571,10
32483:8440676670,8
156214:0345445910,9
97330:0684872153,10
100902:0312291639,10
104657:0064407667,8
180651:057540289X,8
231143:2266126520,10
6284:9722110667,7
100687:3423206314,3
13080:081297106X,9
88389:0395644976,5
222906:8466300112,10
245445:0553274295,8
100906:204016216X,9
2189:2877141667,4
138045:1878424114,9
193664:033039780X,6
23902:0948238259,7
206917:0345327772,5
183132:0345423291,5
98391:0670030802,9
213638:0451519841,10
49980:0879756918,10
62958:0886773520,6
76151:0553569406,10
243942:0062512064,4
250936:0446527750,5
39467:8497593715,6
6323:0380730820,5
256375:0140154418,9
245410:0314012257,8
249958:0937295256,10
227925:0446385077,3
16795:0394891139,6
210077:0684867621,9
112083:1892213664,7
62272:0312971346,9
201697:0515093556,6
100966:0679419462,7
95359:0380817691,6
13552:051513628X,8
49792:0821756664,8
67491:8421700715,8
235221:0770507050,9
223575:0967967104,10
153621:8420645079,7
130670:0373872178,7
11676:0333619358,8
229329:033030058X,8
28591:0671495992,4
117188:1551668947,8
95932:0312901437,7
151139:0380733404,7
163761:0263800202,7
100088:0743424425,9
45113:155166674X,8
125774:0552134619,7
15970:8433906534,7
96771:059049449X,9
76626:0060013125,8
202856:0869143301,6
259629:080411868X,6
95359:0316314803,10
54412:0007170866,6
101796:0671726234,9
235105:0312286899,8
8245:006101253X,8
139037:0446611867,9
79629:034536161X,7
238008:0373289391,6
206693:0684857707,6
269556:0684872153,10
47177:3257231180,8
257198:0671577786,7
189334:0442228546,10
79188:0452279259,5
80803:2070376184,6
270820:0688148638,3
252245:0752847953,7
264634:067179938X,5
47609:0671578286,10
63714:0446515892,10
48995:039914739X,5
214557:1550172646,9
26883:0853429189,7
227250:0821759744,7
262246:8434583615,7
213628:044651912X,2
32250:0195405862,10
10314:0743411323,9
11676:3902144599,5
105054:0064471055,7
249026:0880704330,7
241791:0345396359,9
77679:0380718332,7
89192:0349105715,9
240567:0425147746,7
162052:068812125X,8
12576:9722905015,7
58878:0333575032,4
243930:0804112525,7
12474:0440220653,4
11676:0553265741,8
231795:067169863X,9
11676:2290321095,7
108243:0786918063,10
264082:0373706472,5
56399:0062512609,10
23725:8525406570,10
118275:0758200870,10
61854:0316769487,6
56874:0439043638,10
94242:8408028480,6
8739:0451523601,5
161036:1573225789,9
38273:0786813180,10
11676:0835606724,5
188667:0805059555,7
228021:0399504338,8
86033:0743456904,7
26030:0671695886,8
188369:1582970262,8
84178:0060959037,10
204408:1582340544,6
5209:0879493046,6
246318:0888947216,10
245410:0671693816,8
30994:0375707972,9
193004:0722151101,6
31230:0006548830,8
76530:0345413873,5
84770:037344124X,5
164096:0140083758,8
240144:0380782391,8
90731:0446602477,7
78973:0679459626,7
19589:0765309521,10
776:0060529709,7
188132:0020418809,10
67641:0849942926,10
211919:0380725576,10
132492:3980214257,6
275970:0671529242,6
10819:0743427947,6
273071:155054439X,8
196148:0836221362,10
148199:1568582196,8
216012:1583142924,8
179648:0375401598,5
231393:0786913142,8
103251:1552781542,3
197130:0812516826,5
24495:0380728265,9
63357:0451123220,8
106331:0060921145,9
231210:1555834973,7
183101:1589199707,8
83646:0312974256,4
37950:0515120464,7
63714:0565091344,10
23902:0340798882,7
275414:2277229938,10
223501:0399152288,8
69378:0452282098,4
187835:1558743669,8
77480:0553273000,8
2799:0782125352,6
60319:0944002153,4
11676:8850204574,4
36378:0312104901,8
140337:0679722017,10
101876:0140444165,8
74215:2205054767,8
129665:0451450795,5
246457:0152817867,7
25604:0449300129,9
11554:0553576143,7
209785:0753804689,5
174304:0312144237,10
223526:0679447393,7
45403:0679724478,9
202398:883847026,10
56399:0712630023,10
62239:0590679872,6
104847:0140272658,9
9846:0679452354,7
45904:0609803719,8
157669:3257229534,7
35859:0781401402,7
216410:0099771012,9
96962:0312982518,6
253136:0140545506,9
25827:067088300X,6
134837:0140181555,8
157273:0812885066,8
23079:0099771519,8
245616:0915972190,5
61257:0884046818,10
98391:0743457439,8
163759:0373225822,5
172367:0765342987,8
35407:3499230119,10
174916:037303265X,10
127914:0375803017,10
93364:0836217241,10
54107:O553275380,3
156150:0385335997,8
234901:0786866845,9
13877:0375413634,8
203825:3462033360,6
37208:1551662604,8
23166:9839950770,6
26583:0671468642,10
95359:0316313076,10
274117:8873122933,8
119364:059010845X,8
55490:0465073506,10
271707:2702133355,10
89917:0321130073,10
144619:055356451X,6
161830:9029041463,4
246247:0553381407,9
232862:0064408337,6
10560:0375760911,10
138777:0590442597,5
72529:0060508302,9
35859:0671883410,7
89192:0552150533,9
19969:1884737927,7
70666:0786862572,8
205152:031214556X,8
37538:0140375333,9
267559:033048995X,7
76499:0300082606,10
250506:0399142282,7
135149:0316782262,8
59389:0735619484,8
35859:0448095521,9
30735:0553284789,10
199856:842396499X,8
56447:0913367346,7
30669:0345388968,7
101209:0590422715,9
193738:0553561359,6
69078:8482800426,9
125303:3772401961,8
11676:0446356859,10
151098:0449228185,10
158033:0671729489,6
132375:0679745203,10
114251:3404139011,6
246911:1400062535,7
55197:0747240019,7
183963:0553578693,8
273493:0880386126,8
16996:002542730X,8
153797:0671880314,9
217740:8467407700,6
245128:076455204X,7
113983:0887306667,7
196738:0345337530,6
144318:0312966970,9
143964:0894803204,9
124688:0140621199,7
158606:0448157772,5
155564:0375705856,8
114864:1902035127,6
98391:0756400813,9
240906:0425142078,7
252222:0920668372,10
46398:067144834X,5
138744:0671668315,8
75591:0385317042,7
11676:0446679100,8
45014:0380790971,8
49144:8427201621,8
224349:0684856670,8
116599:0373761384,7
79933:3442359821,8
11676:3518367773,5
165758:0451184963,5
171118:088011438X,8
57068:0671876236,4
61296:0486292460,6
136071:0373227825,7
133416:051512463X,7
115538:009177800X,7
87707:2226089241,7
273439:0330346806,9
18850:3764501146,10
69078:0679411089,8
104636:0553280368,8
81560:0553293362,9
187574:044900371X,8
84795:0399151397,5
242351:1573229571,8
273374:0706402596,6
23571:0064405036,10
43687:0385316399,4
11676:0553375407,10
156540:037570745X,7
19664:0425169693,8
189115:0688025935,10
68185:0380979020,9
95902:8477830231,9
214686:0385334842,8
6543:0743243315,5
208671:0425115801,8
55493:1558744150,8
152946:0385315724,6
61038:0316834033,5
74464:016514291,8
35424:0440212561,10
147847:0440211468,5
140826:3525603460,10
69377:0440214114,8
243930:0061009059,8
38590:044022425X,10
3923:0684853205,8
81560:0586202064,9
36199:0425133540,10
78228:0451156609,6
169682:0023895306,5
226545:0804117667,6
11676:0440185327,8
118489:0060938455,7
10533:3596130417,7
11676:0312966776,7
268169:0446603406,7
264871:8845244571,8
246823:0373760345,2
11676:0671683551,7
274477:8466303022,10
276231:0553148001,10
18456:0749305401,9
11676:1564580636,10
57715:0425067874,8
3757:8472236145,6
259057:8434808706,4
145218:071713055X,6
55490:078760156X,10
107951:0471930121,8
91058:1400031354,9
27673:0671663968,6
168139:0786868139,7
61147:0451129504,10
189835:0375757848,5
246156:1840242884,8
109461:0060929480,8
123460:0671578421,5
3578:0375414487,9
111607:0375412336,8
78297:0312966091,10
203799:0743445341,8
194605:0440217563,10
14422:068484267X,5
70224:0738834912,10
153797:0345337662,9
204359:0345309197,10
48046:0609609521,10
75522:0007178611,6
32964:0072123834,7
260183:1573228516,6
242006:1551668904,8
173860:0671021001,7
11676:0263719812,6
255099:0140622195,8
204474:0060938455,10
254941:0671024248,8
95359:0671003755,8
205735:0394800133,10
194600:0316235024,8
11676:0553584049,4
190056:0786861363,9
43910:1400061830,6
101851:0486638340,7
189847:0804105308,6
11676:0451159276,10
92861:0142000213,5
51826:0486285537,8
189115:0399140557,8
273197:0804115419,9
79813:8487699375,9
68984:0842329218,9
252829:043935806X,10
95359:0061009059,8
136010:0452259827,8
166753:0679781587,10
127359:0451178017,5
35826:0786863706,10
172061:0684871009,10
81481:3404148487,7
211199:0553280341,8
209464:0708882102,9
262998:1564143090,7
97945:0887307876,7
170077:0312963297,7
196106:0345346831,9
98391:1893896676,9
125411:0807063193,10
231857:0385315279,5
69232:044651652X,9
43021:0764501836,10
35090:0345447913,6
10447:0060916508,7
138018:039309040X,5
52011:0345335708,8
145383:04574458,5
23288:0373832117,9
274004:0671011375,8
79638:184164093X,7
63714:1876778768,10
101851:0812013972,10
183:18128/87,7
24525:0452283442,6
252695:0380808080,7
15981:1585160512,10
236621:1559704446,6
89602:1400031354,8
139480:2266002880,7
38273:0786881089,5
110934:0385492677,9
202541:0552139904,5
86607:8478081712,8
164926:0781803160,10
203316:0060096209,8
187904:0451528018,7
207667:0553562738,9
4017:0671748092,10
98391:0380818957,8
56399:0440507626,8
22964:0571197205,6
90232:2283017157,9
44091:0142302376,7
74655:3453131630,5
213657:0006548598,6
90708:0451202821,7
224138:0060959355,10
12824:1591820219,10
260424:880616094X,8
249058:044021422X,7
98484:0380715430,10
208934:052594527X,8
98391:0765304813,8
243966:0380754843,10
98309:1576736156,6
185308:0752844040,9
229816:8870682234,6
52021:0684869527,10
223954:0812509579,7
80945:0312965001,6
147543:0553096524,8
272233:0844739928,7
244329:0751512214,6
35718:3442412404,9
227176:0413537900,10
95238:0553344498,5
61845:0380762595,7
209516:1901784037,8
251530:0752847260,8
75591:0451523660,10
171118:0553250663,7
58768:0671670646,10
37968:0679425705,4
245568:0316666343,9
235105:0060554800,9
36327:0345333926,7
33432:0449221431,8
13850:0517082454,10
161903:0764550020,8
258482:0679772677,8
86031:0486266893,7
166460:9727480802,8
75115:3442446759,7
138894:0759684545,10
238739:0140126716,10
1279:031219126X,10
31790:0316602051,2
176465:3453082001,5
37948:0395957737,8
11676:2264021632,7
251843:0394562690,10
193458:0671880314,9
11676:1843910241,6
268110:0060928336,8
254498:8876846670,7
111241:0899197167,9
23872:0060916508,7
235105:0385511612,8
31436:0060914653,7
158361:0786927127,5
98391:0765303213,8
211281:0836220986,10
2503:1400034779,7
1178:014056232X,10
74164:0446530255,9
11676:0968063101,10
78783:0451205278,6
247752:0425180638,10
127359:0451156595,8
189835:0631145656,5
254206:0060803320,10
158774:0380789035,7
236271:0886775167,8
235105:0786712228,9
204622:0385504209,10
249393:0671519816,8
10959:038550117X,9
242157:0375411305,6
23664:0140280553,6
108924:9700510123,7
76499:1551112493,10
89207:1559029838,8
193168:972413167X,6
163973:0671002538,7
190831:0316284955,8
11676:0345385470,10
52614:0373835280,10
86202:0446678112,7
71490:1570628130,8
150814:0671027360,8
157380:0451457307,8
275188:0375726578,6
212965:0373036477,7
101242:0393095339,3
271144:0006550835,6
155319:8423307328,6
165806:0345422805,7
238319:0451410947,10
205285:0316777722,7
259057:8423990524,6
157082:2290311286,6
259997:0809310600,8
70415:091495587X,10
203240:0743224574,5
11676:0312181213,9
129851:0684802449,2
193560:0854769412,4
52350:0316358312,9
50129:0061020648,5
225002:031205436X,8
183178:014023313X,7
140358:0670846503,5
87491:0006913822,7
262998:0195016521,8
187145:0743229045,9
164378:8437601614,6
71612:9722904566,9
95903:0934323135,7
193560:060033001X,10
156670:9724230066,5
76499:0375400478,8
100906:0312890222,9
9747:0451202821,10
140698:0385492677,9
156300:0425128164,10
149907:0393009254,8
239708:0312244266,8
43397:8408011324,6
122429:1572702567,8
91627:0061012270,8
234141:0800716752,8
206944:0684801523,10
208596:0452279259,8
35818:2894295065,9
189835:0515102911,5
255546:1551667894,8
257512:0446608955,8
225532:0066209463,8
183302:0449212602,9
145737:0312300700,9
259323:8423309177,7
232131:0440192463,8
236948:0393954781,10
177458:0446362468,7
18750:2266104535,5
109574:0064406229,10
199928:1853261297,10
82511:0586072535,6
55034:0869143549,5
170629:0441516645,9
113519:1557042128,8
31466:1557253447,8
41425:0805063986,7
78346:0028622049,9
114306:0679745408,9
102154:0811805492,10
56066:0842357939,8
7346:0060974443,7
222404:3499431068,7
30594:0061000027,9
11163:000000078245,9
23792:0449002411,8
179734:0440467314,10
26544:0553563068,8
240219:075820230X,8
129399:0767913795,3
248718:0553581686,8
127962:0316912123,8
156467:0373709811,10
23902:0345915623,6
177330:0843945435,8
71470:0671864416,10
125203:2070329135,7
266268:0316693251,5
244685:0446606383,5
237064:0515135062,8
15408:0307001342,6
182838:0553296124,8
192660:1565076869,10
278694:0553578227,8
98422:0836210263,10
146175:0399527168,6
224997:0446612545,9
234893:0446604666,9
214118:089526112,9
29997:0440967694,6
47275:1888306149,8
260944:0897500520,10
16795:0679412476,8
22665:1854712209,10
3757:8432222143,7
173131:0743225198,7
163148:0312284683,7
210587:03H75713220,5
111174:0345452003,9
224646:0345301110,9
89467:1552783081,10
214389:0140016481,7
98391:0312291329,10
118065:1587610094,10
82154:0684834731,8
116699:8422697912,8
270713:0452278821,9
62172:0553296981,8
40943:0671041673,10
116063:0078825490,7
16795:1550374842,5
172888:221101285X,8
258185:0843945656,8
72352:0743410599,8
267251:0060930535,10
60445:0934971196,9
52199:0898793912,9
161903:051511779X,9
13915:0525945768,7
86720:0425153088,7
193560:981013004X,9
223566:0915009234,7
55493:0590743147,5
63714:0590762133,9
153400:0679772677,9
53174:0316601950,10
186969:0688084915,5
104236:0130333514,7
264031:1558743669,10
88693:0671004549,7
206567:0671881604,5
98364:0898158141,5
219951:9838120634,6
185722:0446607258,10
234359:0060504129,7
52673:8478885757,8
72785:0449213757,6
130658:0440225701,3
273113:0515122734,5
221995:0441008534,8
95902:8472236935,8
30120:0451184742,7
81121:0345404475,8
267372:8408028472,9
171118:0684826321,10
98391:0345458966,9
243:0449006522,6
